model,strategy,article_id,error_type,category,entity,detail
gemma3,structured,art_009,missed_entity,models,poco,
gemma3,structured,art_010,false_positive_entity,companies,abdul latif jameel clinic for machine learning in health,
gemma3,structured,art_010,false_positive_entity,companies,chalmers university of technology,
gemma3,structured,art_010,false_positive_entity,companies,defense advanced research projects agency,
gemma3,structured,art_010,false_positive_entity,companies,defense threat reduction agency,
gemma3,structured,art_010,false_positive_entity,companies,machine learning for pharmaceutical discovery and synthesis consortium,
gemma3,structured,art_010,false_positive_entity,companies,mit,
gemma3,structured,art_010,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_010,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_011,false_positive_entity,companies,harvard university,
gemma3,structured,art_011,false_positive_entity,companies,martin trust center for mit entrepreneurship,
gemma3,structured,art_011,false_positive_entity,companies,mit,
gemma3,structured,art_011,false_positive_entity,companies,mit sloan school of management,
gemma3,structured,art_011,false_positive_entity,models,digital twins,
gemma3,structured,art_011,false_positive_entity,models,foundation model,
gemma3,structured,art_011,false_positive_entity,technologies,ai agents,
gemma3,structured,art_011,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_012,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_012,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_012,missed_entity,companies,deepseek,
gemma3,structured,art_013,false_positive_entity,companies,association for computing machinery,
gemma3,structured,art_013,false_positive_entity,companies,harvard,
gemma3,structured,art_013,false_positive_entity,companies,microsoft,
gemma3,structured,art_013,false_positive_entity,models,glasgow-blatchford score,
gemma3,structured,art_013,false_positive_entity,technologies,ai agents,
gemma3,structured,art_013,false_positive_entity,technologies,generative ai,
gemma3,structured,art_014,false_positive_entity,companies,john muir health,
gemma3,structured,art_014,false_positive_entity,companies,martin trust center for mit entrepreneurship,
gemma3,structured,art_014,false_positive_entity,companies,memorial hermann health system,
gemma3,structured,art_014,false_positive_entity,companies,mit sloan school of management,
gemma3,structured,art_014,false_positive_entity,companies,remedy health,
gemma3,structured,art_014,false_positive_entity,companies,st lukes health system,
gemma3,structured,art_014,false_positive_entity,companies,ucsf health,
gemma3,structured,art_014,false_positive_entity,models,transformer architecture,
gemma3,structured,art_014,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_014,missed_entity,technologies,ai agents,
gemma3,structured,art_015,false_positive_entity,companies,ibm research,
gemma3,structured,art_015,false_positive_entity,companies,ibms thomas j watson research center,
gemma3,structured,art_015,false_positive_entity,companies,mit,
gemma3,structured,art_015,false_positive_entity,companies,mit-ibm watson ai lab,
gemma3,structured,art_015,false_positive_entity,technologies,ai agents,
gemma3,structured,art_015,false_positive_entity,technologies,generative ai,
gemma3,structured,art_015,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_015,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_016,false_positive_entity,companies,app inventor foundation,
gemma3,structured,art_016,false_positive_entity,companies,city university of hong kong,
gemma3,structured,art_016,false_positive_entity,companies,education university of hong kong,
gemma3,structured,art_016,false_positive_entity,companies,hong kong jockey club charities trust,
gemma3,structured,art_016,false_positive_entity,companies,mayors office of the city of boston,
gemma3,structured,art_016,false_positive_entity,companies,mit,
gemma3,structured,art_016,false_positive_entity,companies,university of illinois at urbana-champaign,
gemma3,structured,art_016,false_positive_entity,models,personal robots groups social robots,
gemma3,structured,art_016,false_positive_entity,technologies,ai agents,
gemma3,structured,art_017,false_positive_entity,companies,edx,
gemma3,structured,art_017,false_positive_entity,models,bach doodle,
gemma3,structured,art_017,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_018,false_positive_entity,companies,google ai for nature,
gemma3,structured,art_018,false_positive_entity,companies,mit,
gemma3,structured,art_018,false_positive_entity,companies,mit csail,
gemma3,structured,art_018,false_positive_entity,companies,mits senseable city lab,
gemma3,structured,art_018,false_positive_entity,companies,purdue university,
gemma3,structured,art_018,false_positive_entity,companies,usda,
gemma3,structured,art_018,false_positive_entity,companies,usdas national institute of food and agriculture,
gemma3,structured,art_018,false_positive_entity,models,auto arborist,
gemma3,structured,art_018,false_positive_entity,models,nerf,
gemma3,structured,art_018,false_positive_entity,technologies,ai agents,
gemma3,structured,art_018,false_positive_entity,technologies,generative ai,
gemma3,structured,art_018,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_018,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_018,missed_entity,companies,scaled foundations,
gemma3,structured,art_019,false_positive_entity,companies,meta reality labs,
gemma3,structured,art_019,false_positive_entity,companies,mit,
gemma3,structured,art_019,false_positive_entity,companies,university of toronto,
gemma3,structured,art_019,false_positive_entity,technologies,generative ai,
gemma3,structured,art_019,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_019,false_positive_entity,technologies,reinforcement learning,
gemma3,structured,art_019,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_020,false_positive_entity,companies,mit,
gemma3,structured,art_020,false_positive_entity,technologies,cryptography,
gemma3,structured,art_020,false_positive_entity,technologies,generative ai,
gemma3,structured,art_020,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_021,false_positive_entity,companies,bendshelters,
gemma3,structured,art_021,false_positive_entity,companies,cornell university,
gemma3,structured,art_021,false_positive_entity,companies,mit,
gemma3,structured,art_021,false_positive_entity,companies,steve jobs archive,
gemma3,structured,art_021,false_positive_entity,models,bendshelters,
gemma3,structured,art_021,false_positive_entity,models,curator ai,
gemma3,structured,art_021,false_positive_entity,models,estimate,
gemma3,structured,art_021,false_positive_entity,models,unlog,
gemma3,structured,art_021,false_positive_entity,technologies,ar,
gemma3,structured,art_021,false_positive_entity,technologies,object recognition,
gemma3,structured,art_021,false_positive_entity,technologies,robotics,
gemma3,structured,art_021,false_positive_entity,technologies,speech recognition,
gemma3,structured,art_021,false_positive_entity,technologies,vision-language ai,
gemma3,structured,art_022,false_positive_entity,companies,association for computational linguistics,
gemma3,structured,art_022,false_positive_entity,companies,harvard university,
gemma3,structured,art_022,false_positive_entity,companies,ibm,
gemma3,structured,art_022,false_positive_entity,companies,mit,
gemma3,structured,art_022,false_positive_entity,companies,mit-ibm watson ai lab,
gemma3,structured,art_022,false_positive_entity,companies,openai,
gemma3,structured,art_022,false_positive_entity,models,o1-preview,
gemma3,structured,art_022,false_positive_entity,technologies,generative ai,
gemma3,structured,art_022,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_022,missed_entity,models,openai o1-preview,
gemma3,structured,art_023,false_positive_entity,companies,amazon,
gemma3,structured,art_023,false_positive_entity,companies,caltech,
gemma3,structured,art_023,false_positive_entity,companies,google,
gemma3,structured,art_023,false_positive_entity,companies,ibm,
gemma3,structured,art_023,false_positive_entity,companies,mit,
gemma3,structured,art_023,false_positive_entity,models,neural network model,
gemma3,structured,art_023,false_positive_entity,technologies,generative ai,
gemma3,structured,art_023,false_positive_entity,technologies,meta-learning,
gemma3,structured,art_023,false_positive_entity,technologies,mirror descent,
gemma3,structured,art_023,false_positive_entity,technologies,reinforcement learning,
gemma3,structured,art_024,false_positive_entity,companies,francis crick institute,
gemma3,structured,art_024,false_positive_entity,companies,futurehouse,
gemma3,structured,art_024,false_positive_entity,companies,lawrence berkeley national laboratory,
gemma3,structured,art_024,false_positive_entity,companies,mit,
gemma3,structured,art_024,false_positive_entity,companies,university of rochester,
gemma3,structured,art_024,false_positive_entity,models,chat-gpt 35,
gemma3,structured,art_024,false_positive_entity,models,chat-gpt 4,
gemma3,structured,art_024,false_positive_entity,models,chat-gpt o3,
gemma3,structured,art_024,false_positive_entity,technologies,generative ai,
gemma3,structured,art_024,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_024,missed_entity,companies,google,
gemma3,structured,art_024,missed_entity,models,chatgpt o3,
gemma3,structured,art_024,missed_entity,models,chatgpt-35,
gemma3,structured,art_024,missed_entity,models,chatgpt-4,
gemma3,structured,art_024,missed_entity,models,crow,
gemma3,structured,art_024,missed_entity,models,falcon,
gemma3,structured,art_024,missed_entity,models,finch,
gemma3,structured,art_024,missed_entity,models,has anyone,
gemma3,structured,art_024,missed_entity,models,owl,
gemma3,structured,art_024,missed_entity,models,paperqa,
gemma3,structured,art_024,missed_entity,models,phoenix,
gemma3,structured,art_025,false_positive_entity,companies,mit,
gemma3,structured,art_025,false_positive_entity,models,chatgpt-35,
gemma3,structured,art_025,false_positive_entity,models,chatgpt-4,
gemma3,structured,art_025,false_positive_entity,models,gpt-6,
gemma3,structured,art_025,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_025,missed_entity,models,gpt-4,
gemma3,structured,art_025,missed_entity,technologies,multimodal ai,
gemma3,structured,art_026,false_positive_entity,companies,mit energy initiative,
gemma3,structured,art_026,false_positive_entity,technologies,ai agents,
gemma3,structured,art_026,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_026,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_027,false_positive_entity,companies,gwangju institute of science and technology,
gemma3,structured,art_027,false_positive_entity,companies,mit,
gemma3,structured,art_027,false_positive_entity,technologies,diffusion models,
gemma3,structured,art_027,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_028,false_positive_entity,companies,mit,
gemma3,structured,art_028,false_positive_entity,models,chatgpt-4 series,
gemma3,structured,art_028,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_028,missed_entity,models,chatgpt-4,
gemma3,structured,art_028,missed_entity,models,sciagents,
gemma3,structured,art_029,false_positive_entity,companies,ibm,
gemma3,structured,art_029,false_positive_entity,companies,mit,
gemma3,structured,art_029,false_positive_entity,technologies,generative ai,
gemma3,structured,art_029,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_030,false_positive_entity,companies,csail,
gemma3,structured,art_030,false_positive_entity,companies,ieee,
gemma3,structured,art_030,false_positive_entity,companies,korea foundation for advanced studies,
gemma3,structured,art_030,false_positive_entity,companies,mit,
gemma3,structured,art_030,false_positive_entity,models,machine-learning model,
gemma3,structured,art_030,false_positive_entity,models,neural network,
gemma3,structured,art_030,false_positive_entity,technologies,ai agents,
gemma3,structured,art_030,false_positive_entity,technologies,generative ai,
gemma3,structured,art_030,false_positive_entity,technologies,machine-learning,
gemma3,structured,art_031,false_positive_entity,companies,johns hopkins university,
gemma3,structured,art_031,false_positive_entity,companies,mit,
gemma3,structured,art_031,false_positive_entity,companies,technion,
gemma3,structured,art_031,false_positive_entity,technologies,generative ai,
gemma3,structured,art_031,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_032,false_positive_entity,companies,mit,
gemma3,structured,art_032,false_positive_entity,companies,mit-ibm watson ai lab,
gemma3,structured,art_032,false_positive_entity,companies,tsinghua university,
gemma3,structured,art_032,false_positive_entity,models,llms,
gemma3,structured,art_032,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_033,false_positive_entity,companies,mit,
gemma3,structured,art_033,false_positive_entity,companies,simons,
gemma3,structured,art_033,false_positive_entity,technologies,ai agents,
gemma3,structured,art_033,false_positive_entity,technologies,generative ai,
gemma3,structured,art_033,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_033,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_034,false_positive_entity,companies,harvard university,
gemma3,structured,art_034,false_positive_entity,companies,mit,
gemma3,structured,art_034,false_positive_entity,companies,mit energy initiative,
gemma3,structured,art_034,false_positive_entity,companies,tata power co ltd,
gemma3,structured,art_034,false_positive_entity,companies,us department of energy,
gemma3,structured,art_034,false_positive_entity,technologies,ai agents,
gemma3,structured,art_034,false_positive_entity,technologies,generative ai,
gemma3,structured,art_034,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_034,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_034,missed_entity,companies,tata group,
gemma3,structured,art_035,false_positive_entity,companies,association for health inference and learning,
gemma3,structured,art_035,false_positive_entity,companies,caltech,
gemma3,structured,art_035,false_positive_entity,companies,facebook,
gemma3,structured,art_035,false_positive_entity,companies,forbes,
gemma3,structured,art_035,false_positive_entity,companies,fortune,
gemma3,structured,art_035,false_positive_entity,companies,google,
gemma3,structured,art_035,false_positive_entity,companies,mila-quebec ai institute,
gemma3,structured,art_035,false_positive_entity,companies,mit news,
gemma3,structured,art_035,false_positive_entity,companies,mit technology review,
gemma3,structured,art_035,false_positive_entity,companies,national bureau of economic research,
gemma3,structured,art_035,false_positive_entity,companies,schmidt sciences,
gemma3,structured,art_035,false_positive_entity,companies,seattle university,
gemma3,structured,art_035,false_positive_entity,companies,the huffington post,
gemma3,structured,art_035,false_positive_entity,companies,university of toronto,
gemma3,structured,art_035,false_positive_entity,technologies,generative ai,
gemma3,structured,art_035,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_035,missed_entity,companies,meta,
gemma3,structured,art_036,false_positive_entity,companies,mit,
gemma3,structured,art_036,false_positive_entity,companies,oxford university,
gemma3,structured,art_036,false_positive_entity,models,large language model,
gemma3,structured,art_036,false_positive_entity,models,vision-language model,
gemma3,structured,art_036,false_positive_entity,models,vision-language models,
gemma3,structured,art_036,false_positive_entity,technologies,generative ai,
gemma3,structured,art_036,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_037,false_positive_entity,companies,mit,
gemma3,structured,art_037,false_positive_entity,companies,the ai institute,
gemma3,structured,art_037,false_positive_entity,technologies,generative ai,
gemma3,structured,art_037,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_037,missed_entity,models,code as policies,
gemma3,structured,art_038,false_positive_entity,companies,emeritus,
gemma3,structured,art_038,false_positive_entity,companies,google inc,
gemma3,structured,art_038,false_positive_entity,companies,googleorg,
gemma3,structured,art_038,false_positive_entity,companies,mass general brigham,
gemma3,structured,art_038,false_positive_entity,companies,mit,
gemma3,structured,art_038,false_positive_entity,companies,xerox corp,
gemma3,structured,art_038,false_positive_entity,technologies,ai agents,
gemma3,structured,art_038,missed_entity,companies,google,
gemma3,structured,art_038,missed_entity,companies,xerox,
gemma3,structured,art_039,false_positive_entity,companies,cambridge university,
gemma3,structured,art_039,false_positive_entity,companies,facebook,
gemma3,structured,art_039,false_positive_entity,companies,mit,
gemma3,structured,art_039,false_positive_entity,companies,university of california at berkeley,
gemma3,structured,art_039,false_positive_entity,companies,university of washington,
gemma3,structured,art_039,false_positive_entity,models,contrastive and geometric deep learning,
gemma3,structured,art_039,false_positive_entity,models,generative ai motor models,
gemma3,structured,art_039,false_positive_entity,models,graph neural networks,
gemma3,structured,art_039,false_positive_entity,models,multimodal vision-language models,
gemma3,structured,art_039,false_positive_entity,models,physics-informed machine learning,
gemma3,structured,art_039,false_positive_entity,technologies,data science,
gemma3,structured,art_039,false_positive_entity,technologies,machine learning,
gemma3,structured,art_039,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_039,missed_entity,companies,meta,
gemma3,structured,art_040,false_positive_entity,companies,boeing,
gemma3,structured,art_040,false_positive_entity,companies,district of columbia,
gemma3,structured,art_040,false_positive_entity,companies,open ai,
gemma3,structured,art_040,false_positive_entity,companies,toshiba,
gemma3,structured,art_040,false_positive_entity,companies,united network for organ sharing,
gemma3,structured,art_040,false_positive_entity,models,deliberationio,
gemma3,structured,art_040,false_positive_entity,technologies,ai agents,
gemma3,structured,art_040,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_040,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_040,missed_entity,companies,openai,
gemma3,structured,art_041,false_positive_entity,companies,harvard medical school,
gemma3,structured,art_041,false_positive_entity,companies,massachusetts general hospital,
gemma3,structured,art_041,false_positive_entity,companies,mgh,
gemma3,structured,art_041,false_positive_entity,companies,mit,
gemma3,structured,art_041,false_positive_entity,companies,national institutes of health,
gemma3,structured,art_041,false_positive_entity,companies,quanta computer inc,
gemma3,structured,art_041,false_positive_entity,companies,wistron corp,
gemma3,structured,art_041,false_positive_entity,technologies,generative ai,
gemma3,structured,art_041,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_041,missed_entity,companies,quanta computer,
gemma3,structured,art_041,missed_entity,companies,wistron,
gemma3,structured,art_042,false_positive_entity,companies,mit lincoln laboratory,
gemma3,structured,art_042,false_positive_entity,companies,national institutes of health,
gemma3,structured,art_042,false_positive_entity,models,neuroglancer,
gemma3,structured,art_042,false_positive_entity,models,neurotrale,
gemma3,structured,art_042,false_positive_entity,technologies,active learning,
gemma3,structured,art_042,false_positive_entity,technologies,ai agents,
gemma3,structured,art_042,false_positive_entity,technologies,generative ai,
gemma3,structured,art_043,false_positive_entity,companies,hyundai motor co,
gemma3,structured,art_043,false_positive_entity,companies,mit,
gemma3,structured,art_043,false_positive_entity,companies,stanford university,
gemma3,structured,art_043,false_positive_entity,companies,us army research laboratory,
gemma3,structured,art_043,false_positive_entity,technologies,diffusion models,
gemma3,structured,art_043,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_043,missed_entity,companies,hyundai,
gemma3,structured,art_043,missed_entity,models,sketchagent,
gemma3,structured,art_044,entity_confusion,companies,chatgpt,ground truth lists it under 'models'
gemma3,structured,art_044,false_positive_entity,technologies,deep learning,
gemma3,structured,art_044,false_positive_entity,technologies,generative ai,
gemma3,structured,art_044,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_045,false_positive_entity,companies,mit,
gemma3,structured,art_045,false_positive_entity,companies,university of michigan,
gemma3,structured,art_045,false_positive_entity,companies,us army research office,
gemma3,structured,art_045,false_positive_entity,companies,us department of agriculture,
gemma3,structured,art_045,false_positive_entity,technologies,ai agents,
gemma3,structured,art_045,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_046,false_positive_entity,companies,mit,
gemma3,structured,art_046,false_positive_entity,companies,mit-ibm watson ai lab,
gemma3,structured,art_046,false_positive_entity,technologies,generative ai,
gemma3,structured,art_046,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_047,false_positive_entity,companies,maison meta,
gemma3,structured,art_047,false_positive_entity,companies,mit,
gemma3,structured,art_047,false_positive_entity,companies,mit professional education,
gemma3,structured,art_047,false_positive_entity,companies,walmart,
gemma3,structured,art_047,false_positive_entity,models,proprietary ai model,
gemma3,structured,art_047,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_048,false_positive_entity,companies,harvard university,
gemma3,structured,art_048,false_positive_entity,companies,israeli institute of technology,
gemma3,structured,art_048,false_positive_entity,companies,mit,
gemma3,structured,art_048,false_positive_entity,companies,northeastern university,
gemma3,structured,art_048,false_positive_entity,companies,tel aviv university,
gemma3,structured,art_048,false_positive_entity,models,llms,
gemma3,structured,art_048,false_positive_entity,models,transformer models,
gemma3,structured,art_048,false_positive_entity,technologies,generative ai,
gemma3,structured,art_048,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_049,false_positive_entity,companies,dream theater,
gemma3,structured,art_049,false_positive_entity,technologies,ai agents,
gemma3,structured,art_049,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_049,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_050,false_positive_entity,companies,carnegie mellon university,
gemma3,structured,art_050,false_positive_entity,companies,mit energy initiative,
gemma3,structured,art_050,false_positive_entity,companies,sesame sustainability,
gemma3,structured,art_050,false_positive_entity,models,google maps,
gemma3,structured,art_050,false_positive_entity,technologies,ai agents,
gemma3,structured,art_050,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_050,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_051,false_positive_entity,companies,the nature conservancy,
gemma3,structured,art_051,false_positive_entity,technologies,generative ai,
gemma3,structured,art_051,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_052,false_positive_entity,companies,mit,
gemma3,structured,art_052,false_positive_entity,companies,mit-ibm watson ai lab,
gemma3,structured,art_052,false_positive_entity,models,graph neural network,
gemma3,structured,art_052,false_positive_entity,models,large language models,
gemma3,structured,art_052,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_053,false_positive_entity,companies,carnegie mellon university,
gemma3,structured,art_053,false_positive_entity,companies,mit,
gemma3,structured,art_053,false_positive_entity,companies,us air force research laboratory,
gemma3,structured,art_053,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_053,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_054,false_positive_entity,companies,ntt research inc,
gemma3,structured,art_054,false_positive_entity,companies,sorbonne university,
gemma3,structured,art_054,false_positive_entity,technologies,deep learning,
gemma3,structured,art_054,false_positive_entity,technologies,generative ai,
gemma3,structured,art_054,missed_entity,companies,ntt research,
gemma3,structured,art_055,false_positive_entity,companies,cornell university,
gemma3,structured,art_055,false_positive_entity,companies,eth zurich,
gemma3,structured,art_055,false_positive_entity,companies,georgia tech,
gemma3,structured,art_055,false_positive_entity,companies,mit,
gemma3,structured,art_055,false_positive_entity,technologies,generative ai,
gemma3,structured,art_055,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_056,false_positive_entity,companies,georgia tech,
gemma3,structured,art_056,false_positive_entity,companies,ibm research,
gemma3,structured,art_056,false_positive_entity,companies,julia lab,
gemma3,structured,art_056,false_positive_entity,companies,mit,
gemma3,structured,art_056,false_positive_entity,companies,us army research office,
gemma3,structured,art_056,false_positive_entity,models,peds,
gemma3,structured,art_056,false_positive_entity,technologies,automatic differentiation,
gemma3,structured,art_056,false_positive_entity,technologies,generative ai,
gemma3,structured,art_056,false_positive_entity,technologies,neural networks,
gemma3,structured,art_057,false_positive_entity,companies,ibm,
gemma3,structured,art_057,false_positive_entity,companies,mit,
gemma3,structured,art_057,false_positive_entity,companies,oxford university,
gemma3,structured,art_057,false_positive_entity,companies,toyota research institute,
gemma3,structured,art_057,false_positive_entity,companies,wistron corporation,
gemma3,structured,art_057,false_positive_entity,technologies,diffusion models,
gemma3,structured,art_057,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_058,false_positive_entity,companies,mit,
gemma3,structured,art_058,false_positive_entity,models,chat gpt-35,
gemma3,structured,art_058,false_positive_entity,technologies,deep learning,
gemma3,structured,art_058,missed_entity,models,chatgpt,
gemma3,structured,art_059,false_positive_entity,companies,cancer research uk,
gemma3,structured,art_059,false_positive_entity,companies,mit jameel clinic,
gemma3,structured,art_059,false_positive_entity,companies,us national cancer institute,
gemma3,structured,art_059,false_positive_entity,companies,whitehead institute for biomedical engineering,
gemma3,structured,art_059,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_060,false_positive_entity,companies,harvard university,
gemma3,structured,art_060,false_positive_entity,companies,mit,
gemma3,structured,art_060,false_positive_entity,companies,national science foundation,
gemma3,structured,art_060,false_positive_entity,companies,open philanthropy,
gemma3,structured,art_060,false_positive_entity,companies,sloan foundation,
gemma3,structured,art_060,false_positive_entity,technologies,generative ai,
gemma3,structured,art_060,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_060,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_061,false_positive_entity,companies,aaai,
gemma3,structured,art_061,false_positive_entity,companies,idss,
gemma3,structured,art_061,false_positive_entity,companies,mit,
gemma3,structured,art_061,false_positive_entity,companies,penn state university,
gemma3,structured,art_061,false_positive_entity,models,large language models,
gemma3,structured,art_061,false_positive_entity,models,llms,
gemma3,structured,art_061,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_061,missed_entity,technologies,multimodal ai,
gemma3,structured,art_062,false_positive_entity,models,magenta,
gemma3,structured,art_063,false_positive_entity,companies,gf,
gemma3,structured,art_063,false_positive_entity,companies,gf labs,
gemma3,structured,art_063,false_positive_entity,companies,mit,
gemma3,structured,art_063,false_positive_entity,companies,mit microsystems technology laboratories,
gemma3,structured,art_063,false_positive_entity,companies,mtl,
gemma3,structured,art_063,false_positive_entity,companies,northeast microelectronics coalition,
gemma3,structured,art_063,false_positive_entity,companies,us department of defense,
gemma3,structured,art_063,false_positive_entity,technologies,ai agents,
gemma3,structured,art_063,false_positive_entity,technologies,generative ai,
gemma3,structured,art_064,false_positive_entity,companies,lincoln laboratory supercomputing center,
gemma3,structured,art_064,false_positive_entity,companies,mit lincoln laboratory,
gemma3,structured,art_064,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_064,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_065,false_positive_entity,companies,mit,
gemma3,structured,art_065,false_positive_entity,companies,mit-ibm watson ai lab,
gemma3,structured,art_065,false_positive_entity,models,llms,
gemma3,structured,art_065,false_positive_entity,technologies,generative ai,
gemma3,structured,art_065,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_066,false_positive_entity,companies,harvard university,
gemma3,structured,art_066,false_positive_entity,companies,mit,
gemma3,structured,art_066,false_positive_entity,models,ai model,
gemma3,structured,art_066,false_positive_entity,models,ai models,
gemma3,structured,art_066,false_positive_entity,models,open-source models,
gemma3,structured,art_066,false_positive_entity,models,personalized ai models,
gemma3,structured,art_066,false_positive_entity,technologies,ai agents,
gemma3,structured,art_066,false_positive_entity,technologies,blockchain,
gemma3,structured,art_066,false_positive_entity,technologies,cryptocurrency,
gemma3,structured,art_066,false_positive_entity,technologies,ethereum,
gemma3,structured,art_066,false_positive_entity,technologies,multimodal ai,
gemma3,structured,art_066,false_positive_entity,technologies,reinforcement learning,
gemma3,structured,art_066,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_066,missed_entity,companies,oura,
gemma3,structured,art_066,missed_entity,companies,vana,
gemma3,structured,art_067,false_positive_entity,companies,harvard university,
gemma3,structured,art_067,false_positive_entity,companies,mit,
gemma3,structured,art_067,false_positive_entity,companies,university of chicago,
gemma3,structured,art_067,false_positive_entity,companies,university of chicagos booth school of business,
gemma3,structured,art_067,false_positive_entity,models,llms,
gemma3,structured,art_067,false_positive_entity,technologies,generative ai,
gemma3,structured,art_067,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_068,false_positive_entity,companies,global ultrasound institute,
gemma3,structured,art_068,false_positive_entity,companies,mit,
gemma3,structured,art_068,false_positive_entity,companies,mit lincoln laboratory,
gemma3,structured,art_068,false_positive_entity,models,llms,
gemma3,structured,art_068,false_positive_entity,technologies,ai agents,
gemma3,structured,art_068,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_069,entity_confusion,companies,midjourney,ground truth lists it under 'models'
gemma3,structured,art_069,false_positive_entity,companies,harvard graduate school of design,
gemma3,structured,art_069,false_positive_entity,companies,harvard university,
gemma3,structured,art_069,false_positive_entity,companies,mit,
gemma3,structured,art_069,false_positive_entity,models,large language model,
gemma3,structured,art_069,false_positive_entity,models,llm,
gemma3,structured,art_069,missed_entity,models,midjourney,
gemma3,structured,art_070,false_positive_entity,companies,cornell university,
gemma3,structured,art_070,false_positive_entity,companies,harvard university,
gemma3,structured,art_070,false_positive_entity,companies,macarthur foundation,
gemma3,structured,art_070,false_positive_entity,companies,mit,
gemma3,structured,art_070,false_positive_entity,models,connect 4,
gemma3,structured,art_070,false_positive_entity,technologies,retrieval-augmented generation,
gemma3,structured,art_071,false_positive_entity,companies,caltech,
gemma3,structured,art_071,false_positive_entity,companies,mit,
gemma3,structured,art_071,false_positive_entity,companies,toyota research institute,
gemma3,structured,art_071,false_positive_entity,companies,united states air force,
gemma3,structured,art_071,false_positive_entity,companies,united states air force research laboratory,
gemma3,structured,art_071,false_positive_entity,models,ai face detection systems,
gemma3,structured,art_071,false_positive_entity,models,vision-language models,
gemma3,structured,art_071,false_positive_entity,technologies,ai agents,
gemma3,structured,art_071,false_positive_entity,technologies,generative ai,
gemma3,structured,art_071,missed_entity,companies,toyota,
gemma3,structured,art_071,missed_entity,technologies,multimodal ai,
gemma3,structured,art_072,false_positive_entity,companies,app inventor foundation,
